experiment,epoch,target_epochs,elapsed_min,evaluated,best_mAP50-95,stale_epochs,train_loss,class_loss,box_loss,train_batches,mAP50,mAP50-95,P,R,F1,best_conf_threshold
effdet_d0_tuned_512_es,39,50,67.19995926221212,False,24.245980074088887,5,0.2076411486775786,0.1384124556809295,0.0013845738595535,810,,,,,,
effdet_d0_tuned_512_es,40,50,77.22886232535045,True,24.327713387009023,0,0.2049855450973098,0.1372111810854187,0.0013554872730085,810,43.30710402865103,24.327713387009023,85.02453385672227,56.413595520250034,67.8252700798497,0.4
effdet_d0_tuned_512_es,41,50,64.92527169783911,False,24.327713387009023,0,0.2028318432562145,0.1354540910525822,0.0013475550386772,810,,,,,,
effdet_d0_tuned_512_es,42,50,61.1421528061231,False,24.327713387009023,0,0.1997791763257097,0.1334060588092715,0.0013274623446862,810,,,,,,
effdet_d0_tuned_512_es,43,50,60.69801103671392,False,24.327713387009023,0,0.1999704448897161,0.1337593529971293,0.0013242218355263,810,,,,,,
effdet_d0_tuned_512_es,44,50,61.08483222723007,False,24.327713387009023,0,0.1981129049518962,0.1323382678959104,0.001315492734221,810,,,,,,
effdet_d0_tuned_512_es,45,50,65.08605972925822,True,24.60973101391593,0,0.1943847170766489,0.1300907166927685,0.0012858800061139,810,43.79017626717008,24.60973101391593,84.96520631186905,56.446151842687854,67.8298971088768,0.42
effdet_d0_tuned_512_es,46,50,48.368083238601685,False,24.60973101391593,0,0.1955557969341307,0.1305830927358733,0.001299454089553,810,,,,,,
effdet_d0_tuned_512_es,47,50,38.842676218350725,False,24.60973101391593,0,0.1919365878366394,0.1286081492256971,0.0012665687675047,810,,,,,,
effdet_d0_tuned_512_es,48,50,56.07167688210805,False,24.60973101391593,0,0.1907617268922888,0.1273392767817885,0.0012684489992723,810,,,,,,
effdet_d0_tuned_512_es,49,50,62.41193325122197,False,24.60973101391593,0,0.1881270556538193,0.1259784711915769,0.0012429716882589,810,,,,,,
effdet_d0_tuned_512_es,50,50,46.53389299313228,True,24.60973101391593,5,0.18773044014786497,0.12544085801015664,0.0012457916423258728,810,43.523924835641544,24.237684499440988,82.64708616042384,57.89816382341451,68.09357889497262,0.38
